"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",4743,"[S]Select Privacy Room=300 Ducato >06 H: 245 - F80 / F65,[S]Select Optional Front Panel=125 F65/80",,08368-01-08364F01-,,,,,,1155.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4744,"[S]Select Privacy Room=300 Ducato >06 H: 245 - F80 / F65,[S]Select Optional Front Panel=150 F65/80",,08368-01-08364H01-,,,,,,1175.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4745,"[S]Select Privacy Room=300 H3 F65/80,[S]Select Optional Front Panel=20 F65/80",,08368A01-08364-01-,,,,,,1235.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4746,"[S]Select Privacy Room=300 H3 F65/80,[S]Select Optional Front Panel=40 F65/80",,08368A01-08364A01-,,,,,,1239.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4747,"[S]Select Privacy Room=300 H3 F65/80,[S]Select Optional Front Panel=70 F65/80",,08368A01-08364C01-,,,,,,1249.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4748,"[S]Select Privacy Room=300 H3 F65/80,[S]Select Optional Front Panel=100 F65/80",,08368A01-08364E01-,,,,,,1279.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4749,"[S]Select Privacy Room=300 H3 F65/80,[S]Select Optional Front Panel=125 F65/80",,08368A01-08364F01-,,,,,,1299.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4750,"[S]Select Privacy Room=300 H3 F65/80,[S]Select Optional Front Panel=150 F65/80",,08049-01-08364H01-,,,,,,1319.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4751,"[S]Select Privacy Room=300 H: 245-280 - F80 / F65,[S]Select Optional Front Panel=20 F65/80",,08050-01-08364-01-,,,,,,1225.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4752,"[S]Select Privacy Room=300 H: 245-280 - F80 / F65,[S]Select Optional Front Panel=40 F65/80",,08050-01-08364A01-,,,,,,1235.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4753,"[S]Select Privacy Room=300 H: 245-280 - F80 / F65,[S]Select Optional Front Panel=70 F65/80",,08050-01-08364C01-,,,,,,1245.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4754,"[S]Select Privacy Room=300 H: 245-280 - F80 / F65,[S]Select Optional Front Panel=100 F65/80",,08050-01-08364E01-,,,,,,1275.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4755,"[S]Select Privacy Room=300 H: 245-280 - F80 / F65,[S]Select Optional Front Panel=125 F65/80",,08050-01-08364F01-,,,,,,1295.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",4756,"[S]Select Privacy Room=300 H: 245-280 - F80 / F65,[S]Select Optional Front Panel=150 F65/80",,08050-01-08364H01-,,,,,,1315.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",6507,,,08368-01-08364F01-,,,,,,[FIXED]1155.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6523,,,08050-01-08364H01-,,,,,,[FIXED]1315.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6522,,,08050-01-08364F01-,,,,,,[FIXED]1295.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6521,,,08050-01-08364E01-,,,,,,[FIXED]1275.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6520,,,08050-01-08364C01-,,,,,,[FIXED]1245.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6519,,,08050-01-08364A01-,,,,,,[FIXED]1235.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6515,,,08050-01-08364-01-,,,,,,[FIXED]1225.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6514,,,08049-01-08364H01-,,,,,,[FIXED]1319.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6513,,,08368A01-08364F01-,,,,,,[FIXED]1299.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6512,,,08368A01-08364E01-,,,,,,[FIXED]1279.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6511,,,08368A01-08364C01-,,,,,,[FIXED]1249.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6510,,,08368A01-08364A01-,,,,,,[FIXED]1239.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6509,,,08368A01-08364-01-,,,,,,[FIXED]1235.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6508,,,08368-01-08364H01-,,,,,,[FIXED]1175.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6267,,,08368-01-,,,,,,[FIXED]1045.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6506,,,08368-01-08364E01-,,,,,,[FIXED]1135.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6505,,,08368-01-08364C01-,,,,,,[FIXED]1105.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6504,,,08368-01-08364A01-,,,,,,[FIXED]1095.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6503,,,08368-01-08364-01-,,,,,,[FIXED]1089.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6502,,,08364-01-,,,,,,[FIXED]42,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6501,,,08364H01-,,,,,,[FIXED]129,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6500,,,08364F01-,,,,,,[FIXED]109,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6499,,,08364E01-,,,,,,[FIXED]89,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6498,,,08364C01-,,,,,,[FIXED]59,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6497,,,08364A01-,,,,,,[FIXED]49,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6269,,,08050-01-,,,,,,[FIXED]1185.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",6268,,,08368A01-,,,,,,[FIXED]1189.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,941,"Thetford Spinflo Nelson 2 Burner Hob Caravan Cooker",P,SOH1509-SP,,,,Right,"<p><!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:PunctuationKerning/>   <w:ValidateAgainstSchemas/>   <w:SaveIfXMLInvalid>false</w:SaveIfXMLInvalid>   <w:IgnoreMixedContent>false</w:IgnoreMixedContent>   <w:AlwaysShowPlaceholderText>false</w:AlwaysShowPlaceholderText>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:DontGrowAutofit/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--></p> <p><!--[if gte mso 9]><xml>  <w:LatentStyles DefLockedState=""false"" LatentStyleCount=""156"">  </w:LatentStyles> </xml><![endif]--><!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable 	{mso-style-name:""Table Normal""; 	mso-tstyle-rowband-size:0; 	mso-tstyle-colband-size:0; 	mso-style-noshow:yes; 	mso-style-parent:""""; 	mso-padding-alt:0cm 5.4pt 0cm 5.4pt; 	mso-para-margin:0cm; 	mso-para-margin-bottom:.0001pt; 	mso-pagination:widow-orphan; 	font-size:10.0pt; 	font-family:""Times New Roman""; 	mso-ansi-language:#0400; 	mso-fareast-language:#0400; 	mso-bidi-language:#0400;} </style> <![endif]--></p> <h1>Spinflo Nelson 2 Burner Hob Caravan Cooker</h1> <p>Featuring 2 burners, an independent grill and a thermostatically controlled oven, the Spinflo Nelson 2 Burner Hob Caravan Cooker features a secure locking latch on the oven door and is built from stainless steel for a robust yet stylish finish.</p> <p>Suitable for a fixed installation on a flat surface, the Spinflo Nelson 2 Burner Hob Caravan Cooker can also be secured into place using the gimballed mounting brackets for an adjustable fitting. For complete safety, all burners of the Spinflo Nelson Caravan Cooker feature flame failure devices.</p> <p><strong>Please note</strong>: There are two different available models of the Spinflo Nelson Cooker with this particular unit ideal for use in caravans and motorhomes. If you want the Spinflo Nelson Cooker which is optimised for marine use, then please click here.</p> <h3>Spinflo Nelson 2 Burner Hob Marine Cooker features</h3> <ul> <li>Two Burners</li> <li>Thermostatically controlled oven</li> <li>Powerful independent grill</li> <li>Flame Failure Safety Cut Outs on all burners</li> <li>Can be used with either butane or propane gas</li> <li>Gimballed mounts</li> <li>Pan Support</li> <li>Oven Shelf</li> <li>Grill Pan</li> <li>Door safety latch&nbsp;to stop the door opening while cruising</li> <li>Baking Tray</li> <li>Roasting Tin</li> <li>Grill Pan Cradle</li> <li><span class=""productlist12"">Please ensure you have measured the oven correctly before purchasing, re-stock fees can apply if an oven has been opened.</span></li> <li><span class=""productlist12""><span class=""productlist12""><span style=""color: #ff0000;"">All gas appliances must be fitted by a qualified gas engineer, failure to comply will affect your warranty.</span></span></span></li> </ul>",629.95,0.00,0.00,0.00,0.0000,N,,11.0000,0.0000,0.0000,0.0000,N,N,"The Thetford Spinflo Nelson 2 Burner Hob Caravan Cooker is dispatched on a next working day courier!","by product",0,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome/Kitchen Equipment/Ovens, Grills & Cookers;Caravan, Campervan & Motorhome",2803,y/503/nelson_standard__22311.JPG,"Spinflo Nelson 2 Burner Hob Caravan Cooker",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spinflo, Nelson, 2 Burner, Hob, Caravan Cooker,spinflow","Spinflo Nelson 2 Burner Hob Caravan Motorhome Cooker Oven Grill","Spinflo, Nelson, 2 Burner, Hob, Caravan, Motorhome, Cooker, Oven, Grill,","The Spinflo Nelson 2 Burner Hob Caravan Cooker Grill is a robust motorhome oven with a range of high quality features . Next Working Day delivery if in stock!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/thetford-spinflo-nelson-2-burner-hob-caravan-cooker/,,,SOH1509-SP,,
Product,942,"Dometic Midi Heki Campervan Motorhome Caravan Spacer Fixing Kits",P,Heki-Spacer,,Dometic,"Midi Heki Fixing Kits",Right,"<h1>Dometic Seitz Midi Heki 25-60mm Spacer Fixing Kits</h1> <p><!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:PunctuationKerning/>   <w:ValidateAgainstSchemas/>   <w:SaveIfXMLInvalid>false</w:SaveIfXMLInvalid>   <w:IgnoreMixedContent>false</w:IgnoreMixedContent>   <w:AlwaysShowPlaceholderText>false</w:AlwaysShowPlaceholderText>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:DontGrowAutofit/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--></p> <p class=""MsoNormal"">A fixing kit which allows for the <strong>Dometic Seitz Midi Heki</strong> Rooflight to be fitted into caravan, campervan and motorhome roof panels of varied thickness. <em>The Dometic Seitz Midi Heki Spacer Fixing Kit</em> comes with all the screws and fixtures required (fitting instructions not included).</p> <p class=""MsoNormal""><strong>Please note</strong>: As well as allowing for the roof thickness of your van, don&rsquo;t forget that you also need to allow for the thickness of the internal supporting frame and lining materials.</p> <p class=""MsoNormal"">Minimum roof thickness: 25mm<br /> Maximum roof thickness: 60mm</p> <p class=""MsoNormal""><span style=""color: #ff0000;"">Please see various sizes on drop down as this is not a universal kit for the full range</span></p>",20.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,"The Midi Heki Spacer Fixing Kits are  sent 2-3 working day carrier",none,2998,0,"Caravan, Campervan & Motorhome/Windows & Rooflights;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Windows & Rooflights/Rooflights;Caravan, Campervan & Motorhome/Windows & Rooflights/Rooflights/Standard Rooflight",7533,u/583/AssemblyMidi-35mm-9104100263-p400_272__57087.jpg,"Campervan Midi Heki Fixing Kit 35-40mm",Y,0,7534,p/782/AssemblyMidi-43mm-9104100264-p400_272__00320.jpg,"Caravan Midi Heki Fixing Kit 43-52mm",N,1,7535,q/524/AssemblyMidi-53mm-9104100265-p400_272__39215.jpg,"Motorhome Midi Heki Fixing Kit 53-60mm",N,2,7536,a/526/AssemblyMidi-25mm-9104100261-p400_272__03142.jpg,"Midi Heki Fixing Kit 25-29mm",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"seitz, midi heki, fitting kit, fixing kit, spacer, 25-60mm","Dometic Seitz Midi Heki Rooflight Spacer Fixing Kit 23-60mm","dometic midi heki, fitting kit, 25-60mm, seitz, rooflight, spacer, fixing kit, seitz","A complete kit featuring all the screws & fixtures required to fit a Dometic Seitz Midi Heki rooflight to roof panels of caravan, campervan and motorhome conversions. Next working day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",4015704184099,N,/caravan-and-motorhome/dometic-midi-heki-campervan-motorhome-caravan-spacer-fixing-kits/,,,,,fbt-product=/caravan/motorhome/dometic/seitz/midi/heki/rooflight/vent/;fbt-product=/caravan-motorhome/dometic-midi-heki-campervan-motorhome-caravan-rooflight-dark-grey/
"  SKU",799,[S]Size=25-29mm,,9104100261,,,,,,19.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4015704184051 ",,,,,9104100261,,
"  SKU",800,[S]Size=30-34mm,,9104100262,,,,,,25.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015704184068,,,,,9104100262,,
"  SKU",801,[S]Size=35-42mm,,9104100263,,,,,,29.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015704184075,,,,,9104100263,,
"  SKU",802,[S]Size=43-52mm,,9104100264,,,,,,29.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015704184082,,,,,9104100264,,
"  SKU",803,[S]Size=53-60mm,,9104100265,,,,,,34.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015704184099,,,,,9104100265,,
"  Rule",2655,,,9104100261,,,,,,[FIXED]19.95,,,,,,,,,,,Y,Y,,,,,,,2655_source_1511441338.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",2657,,,9104100263,,,,,,[FIXED]29.95,,,,,,,,,,,Y,Y,,,,,,,2657_source_1511441363.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",2659,,,9104100264,,,,,,[FIXED]29.95,,,,,,,,,,,Y,Y,,,,,,,2659_source_1511441374.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",2661,,,9104100265,,,,,,[FIXED]34.95,,,,,,,,,,,Y,Y,,,,,,,2661_source_1511441383.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12154,,,9104100262,,,,,,[FIXED]25.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,943,"Dometic Seitz Heki 2 Assembly Set",P,HekiAssembly,,Dometic,"Heki 2 Assembly Set",Right,"<h1>Dometic Seitz Heki 2 Assembly Set</h1> <p>The Dometic Seitz Heki 2 Assembly Set is available in four different sizes to suit a variety of roof thicknesses. Please use the drop down menu at the top of the page to confirm you preference of size prior to checkout. The following size options are available:</p> <h3>Dometic Seitz Heki 2 Assembly Set Size Options</h3> <ol> <li>Roof thicknesses from 32mm - 39mm (Black)</li> <li>Roof thicknesses from 39mm - 46mm (Yellow)</li> <li>Roof thicknesses from 46mm - 53mm (Blue)</li> <li>Roof thicknesses from 53mm - 60mm (Maroon)</li> </ol>",27.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,"The Heki 2 Assembly Set is sent via 48 hour delivery","by option",86,0,"Caravan, Campervan & Motorhome/Windows & Rooflights;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Windows & Rooflights/Rooflights;Caravan, Campervan & Motorhome/Windows & Rooflights/Rooflights/Standard Rooflight",2806,r/079/photo5__33740.JPG,"Dometic Seitz Heki 2 Assembly Set",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heki 2, fixing, assembly set, fitting kit","Dometic Seitz Heki 2 Assembly Set","Dometic Seitz, Heki 2, Assembly Set, fixing kit, fitting","The Dometic Seitz Heki 2 Assembly Set is available in four different size options to accommodate for a variety of roof thicknesses. Next Working Day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/dometic-seitz-heki-2-assembly-set/,,,,,
"  SKU",106,"[S]Size=32-39mm Black",,9104100245,,,,,,27.95,0.00,,,,N,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015704184020,,,,,,,
"  SKU",107,"[S]Size=39-46mm Yellow",,9104100246,,,,,,34.95,0.00,,,,N,,,,,,,,,,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015704184037,,,,,,,
"  SKU",108,"[S]Size=46-53mm Blue",,9104100247,,,,,,49.95,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015704184044,,,,,,,
"  SKU",109,"[S]Size=53-60mm Maroon",,9104100248,,,,,,37.95,0.00,,,,N,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015704185638,,,,,,,
"  Rule",11147,,,9104100246,,,,,,[FIXED]34.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12323,,,9104100245,,,,,,[FIXED]27.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12324,,,9104100247,,,,,,[FIXED]49.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12325,,,9104100248,,,,,,[FIXED]37.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
